name,id,parent_id
AdvancedSchematicCostOptimization,2417082571,3549092084
AdvancedSchematicManager,1554146061,754943677
AdvancedSchematicOutputProductivity,1336214165,3549092084
AdvancedSchematicResearchSlotUpgrades,3233295200,3549092084
AdvancedSchematicResearchTimeEfficiency,4127404244,3549092084
AdvancedScrap,2012670403,1344403201
AdvancedScrapEfficiency,2435516074,3549092084
AdvancedScrapProductivity,1320020347,754943677
AdvancedScrapRefinery,4158446133,3549092084
AdvancedScrapRefining,4158430629,754943677
AdvancedSmallAmmoProductivity,1069553931,3549092084
AdvancedStructuralPartExpertise,3235929501,3549092084
AdvancedSystemsElementHealthpointHandling,3399176855,3549092084
AdvancedSystemsElementIndustryEfficiency,624409570,3549092084
AgLiReinforcedGlassProduct,2301749833,2248033305
AgLiReinforcedGlassProductProductivity,91489642,3549092084
AgLiReinforcedGlassProductRefining,932373274,3549092084
Aileron2,1551944148,3500411064
AileronAltitudeEfficiency,1068418322,3549092084
AileronHandling,3626379105,3549092084
AileronLarge2,1856288931,1551944148
AileronLarge22,229271664,1551944148
AileronLarge23,229271671,1551944148
AileronLarge24,229271670,1551944148
AileronLarge25,229271669,1551944148
AileronManeuverability,1292031141,3549092084
AileronMedium2,2737703104,1551944148
AileronMedium22,833299675,1551944148
AileronMedium23,833299676,1551944148
AileronMedium24,833299677,1551944148
AileronMedium25,833299678,1551944148
AileronOptimization,1173381598,3549092084
AileronShortLarge2,4017253256,1551944148
AileronShortLarge22,1507630405,1551944148
AileronShortLarge23,1507630406,1551944148
AileronShortLarge24,1507630407,1551944148
AileronShortLarge25,1507630424,1551944148
AileronShortMedium2,1923840124,1551944148
AileronShortMedium22,392892278,1551944148
AileronShortMedium23,392892279,1551944148
AileronShortMedium24,392892272,1551944148
AileronShortMedium25,392892273,1551944148
AileronShortSmall2,2334843027,1551944148
AileronShortSmall22,9483868,1551944148
AileronShortSmall23,9483843,1551944148
AileronShortSmall24,9483842,1551944148
AileronShortSmall25,9483841,1551944148
AileronShortXLarge2,2360269134,1551944148
AileronShortXXLarge2,8336784,1551944148
AileronSmall2,2292270972,1551944148
AileronSmall22,1611722166,1551944148
AileronSmall23,1611722167,1551944148
AileronSmall24,1611722160,1551944148
AileronSmall25,1611722161,1551944148
AileronsPilot,2000910765,754943677
AileronXLarge2,1524238776,1551944148
AileronXLarge22,833250273,1551944148
AileronXLarge23,833250274,1551944148
AileronXLarge24,833250275,1551944148
AileronXLarge25,833250276,1551944148
AileronXXLarge2,890944232,1551944148
Airbrake,937585865,1994380390
AirbrakeLarge,104971834,937585865
AirbrakeLarge2,913754563,937585865
AirbrakeLarge3,913754560,937585865
AirbrakeLarge4,913754561,937585865
AirbrakeLarge5,913754566,937585865
AirbrakeMedium,2198271703,937585865
AirbrakeMedium2,61873079,937585865
AirbrakeMedium3,61873078,937585865
AirbrakeMedium4,61873077,937585865
AirbrakeMedium5,61873076,937585865
Airfoil,3500411064,1321431306
AlarmLight,1051879236,1699977342
AlarmSound,1990499803,3002412124
AlFeProduct,18262914,1125503888
AlFeProductProductivity,2857775239,3549092084
AlFeProductRefining,3289319944,3549092084
algae-beach-dark_001,2292614003,1727255352
algae-beach-yellow_001,1733774473,1727255352
AlienDecoUnit,83558495,4138123813
AlienLabPropAdmin01,294288732,83558495
AlienLabPropAdmin02,294288733,83558495
AlienLabPropAdmin03,294288706,83558495
AlienLabPropAdmin04,294288707,83558495
AlienLabPropAdmin05,294288704,83558495
Alioth,567291112,984296921
alLiHoneycomb,3731467161,3992092945
AlLiHoneycombProductivity,3380368613,3549092084
AlLiHoneycombRefining,1806802676,3549092084
AlLiProduct,2021406770,2010464069
AlLiProductProductivity,2045587723,3549092084
AlLiProductRefining,3431401119,3549092084
AluminimiumScrapProductivity,1132893072,3549092084
AluminiumBrightHCBlack,354467401,3412263159
AluminiumBrightHCGray,4242536474,3412263159
AluminiumBrightHCGrayD,3920791225,3412263159
AluminiumBrightHCGrayL,3920791217,3412263159
AluminiumBrightHCWhite,4283294658,3412263159
aluminiumHoneycomb,3412263159,3091506661
AluminiumHoneycombProductivity,1115366095,3549092084
AluminiumHoneycombRefining,1599377375,3549092084
AluminiumMattHCBlack,1777087652,3412263159
AluminiumMattHCGray,1971262921,3412263159
AluminiumMattHCGrayD,1847829510,3412263159
AluminiumMattHCGrayL,1847829534,3412263159
AluminiumMattHCWhite,2121602621,3412263159
AluminiumOre,262147665,1240631464
AluminiumOreRefining,3450413143,3549092084
AluminiumPure,2240749601,3003253032
AluminiumPureProductivity,2536240298,3549092084
AluminiumScrap,2417840347,3430181852
AluminiumScrapRefinery,134876312,3549092084
AluminiumTileHCBlack,82139083,3412263159
AluminiumTileHCGray,3636608902,3412263159
AluminiumTileHCGrayD,3694515448,3412263159
AluminiumTileHCGrayL,3694515200,3412263159
AluminiumTileHCWhite,3413943591,3412263159
Ammo,1244665116,424107616
AmmoCannon,575393665,1244665116
AmmoCannonExtraSmall,3530619415,575393665
AmmoCannonExtraSmall1,3177366584,3530619415
AmmoCannonExtraSmall2,3177366567,3530619415
AmmoCannonExtraSmall3,3177366566,3530619415
AmmoCannonExtraSmall4,3177366565,3530619415
AmmoCannonExtraSmallKinetic,4052769865,3530619415
AmmoCannonExtraSmallKineticAdvancedAgile,2746947552,4052769865
AmmoCannonExtraSmallKineticAdvancedDefense,2680492642,4052769865
AmmoCannonExtraSmallKineticAdvancedHeavy,1980351716,4052769865
AmmoCannonExtraSmallKineticAdvancedPrecision,3238320397,4052769865
AmmoCannonExtraSmallKineticUncommon,3818049598,4052769865
AmmoCannonExtraSmallThermic,3110423966,3530619415
AmmoCannonExtraSmallThermicAdvancedAgile,370579567,3110423966
AmmoCannonExtraSmallThermicAdvancedDefense,147467923,3110423966
AmmoCannonExtraSmallThermicAdvancedHeavy,726551231,3110423966
AmmoCannonExtraSmallThermicAdvancedPrecision,2917884317,3110423966
AmmoCannonExtraSmallThermicUncommon,3607061517,3110423966
AmmoCannonLarge,1893210312,575393665
AmmoCannonLarge1,2158734036,1893210312
AmmoCannonLarge2,2158734037,1893210312
AmmoCannonLarge3,2158734038,1893210312
AmmoCannonLarge4,2158734039,1893210312
AmmoCannonLargeKinetic,3761080895,1893210312
AmmoCannonLargeKineticAdvancedAgile,2754186867,3761080895
AmmoCannonLargeKineticAdvancedDefense,1368644517,3761080895
AmmoCannonLargeKineticAdvancedHeavy,3111934432,3761080895
AmmoCannonLargeKineticAdvancedPrecision,2564171448,3761080895
AmmoCannonLargeKineticUncommon,234876889,3761080895
AmmoCannonLargeThermic,2113364840,1893210312
AmmoCannonLargeThermicAdvancedAgile,3564640746,2113364840
AmmoCannonLargeThermicAdvancedDefense,99109453,2113364840
AmmoCannonLargeThermicAdvancedHeavy,3705351908,2113364840
AmmoCannonLargeThermicAdvancedPrecision,2793941079,2113364840
AmmoCannonLargeThermicUncommon,2150864517,2113364840
AmmoCannonMedium,4008677358,575393665
AmmoCannonMedium1,2067322507,4008677358
AmmoCannonMedium2,2067322504,4008677358
AmmoCannonMedium3,2067322505,4008677358
AmmoCannonMedium4,2067322502,4008677358
AmmoCannonMediumKinetic,30075616,4008677358
AmmoCannonMediumKineticAdvancedAgile,3901365200,30075616
AmmoCannonMediumKineticAdvancedDefense,3802426170,30075616
AmmoCannonMediumKineticAdvancedHeavy,2318901128,30075616
AmmoCannonMediumKineticAdvancedPrecision,1837088359,30075616
AmmoCannonMediumKineticUncommon,1087392944,30075616
AmmoCannonMediumThermic,1355171446,4008677358
AmmoCannonMediumThermicAdvancedAgile,1958427908,1355171446
AmmoCannonMediumThermicAdvancedDefense,3352702648,1355171446
AmmoCannonMediumThermicAdvancedHeavy,1627746607,1355171446
AmmoCannonMediumThermicAdvancedPrecision,1445049256,1355171446
AmmoCannonMediumThermicUncommon,2886559338,1355171446
AmmoCannonSmall,17461164,575393665
AmmoCannonSmall1,3759959929,17461164
AmmoCannonSmall2,3759959930,17461164
AmmoCannonSmall3,3759959931,17461164
AmmoCannonSmall4,3759959924,17461164
AmmoCannonSmallKinetic,2954288648,17461164
AmmoCannonSmallKineticAdvancedAgile,2048035010,2954288648
AmmoCannonSmallKineticAdvancedDefense,52497197,2954288648
AmmoCannonSmallKineticAdvancedHeavy,2013297395,2954288648
AmmoCannonSmallKineticAdvancedPrecision,1256032552,2954288648
AmmoCannonSmallKineticUncommon,864736227,2954288648
AmmoCannonSmallThermic,1389162390,17461164
AmmoCannonSmallThermicAdvancedAgile,2014631386,1389162390
AmmoCannonSmallThermicAdvancedDefense,846420746,1389162390
AmmoCannonSmallThermicAdvancedHeavy,1912399735,1389162390
AmmoCannonSmallThermicAdvancedPrecision,1081563239,1389162390
AmmoCannonSmallThermicUncommon,3253142563,1389162390
AmmoCone,1407545284,754943677
AmmoContainerLarge,923167511,3764718487
AmmoContainerMedium,2300179701,3764718487
AmmoContainerSmall,300986010,3764718487
AmmoContainerUnit,3764718487,570895928
AmmoContainerXL,50309297,3764718487
AmmoLaser,1852986294,1244665116
AmmoLaserExtraSmall,2252433110,1852986294
AmmoLaserExtraSmall1,3596677065,2252433110
AmmoLaserExtraSmall2,3596677110,2252433110
AmmoLaserExtraSmall3,3596677111,2252433110
AmmoLaserExtraSmall4,3596677108,2252433110
AmmoLaserExtraSmallElectromagnetic,3424752525,2252433110
AmmoLaserExtraSmallElectromagneticAdvancedAgile,552630719,3424752525
AmmoLaserExtraSmallElectromagneticAdvancedDefense,1067471403,3424752525
AmmoLaserExtraSmallElectromagneticAdvancedHeavy,902792933,3424752525
AmmoLaserExtraSmallElectromagneticAdvancedPrecision,3539993652,3424752525
AmmoLaserExtraSmallElectromagneticUncommon,3637130597,3424752525
AmmoLaserExtraSmallThermic,3700670099,2252433110
AmmoLaserExtraSmallThermicAdvancedAgile,570530668,3700670099
AmmoLaserExtraSmallThermicAdvancedDefense,839159661,3700670099
AmmoLaserExtraSmallThermicAdvancedHeavy,2678465305,3700670099
AmmoLaserExtraSmallThermicAdvancedPrecision,1765328811,3700670099
AmmoLaserExtraSmallThermicUncommon,4135531540,3700670099
AmmoLaserLarge,1601742088,1852986294
AmmoLaserLarge1,3410378788,1601742088
AmmoLaserLarge2,3410378789,1601742088
AmmoLaserLarge3,3410378790,1601742088
AmmoLaserLarge4,3410378791,1601742088
AmmoLaserLargeElectromagnetic,411508436,1601742088
AmmoLaserLargeElectromagneticAdvancedAgile,2170035253,411508436
AmmoLaserLargeElectromagneticAdvancedDefense,2006239134,411508436
AmmoLaserLargeElectromagneticAdvancedHeavy,2281477958,411508436
AmmoLaserLargeElectromagneticAdvancedPrecision,1664787227,411508436
AmmoLaserLargeElectromagneticUncommon,2465107224,411508436
AmmoLaserLargeThermic,1913593491,1601742088
AmmoLaserLargeThermicAdvancedAgile,154196902,1913593491
AmmoLaserLargeThermicAdvancedDefense,2619099776,1913593491
AmmoLaserLargeThermicAdvancedHeavy,518572846,1913593491
AmmoLaserLargeThermicAdvancedPrecision,36119774,1913593491
AmmoLaserLargeThermicUncommon,1068250257,1913593491
AmmoLaserMedium,3451612554,1852986294
AmmoLaserMedium1,2369444422,3451612554
AmmoLaserMedium2,2369444423,3451612554
AmmoLaserMedium3,2369444420,3451612554
AmmoLaserMedium4,2369444421,3451612554
AmmoLaserMediumElectromagnetic,2759790147,3451612554
AmmoLaserMediumElectromagneticAdvancedAgile,2948970732,2759790147
AmmoLaserMediumElectromagneticAdvancedDefense,483699778,2759790147
AmmoLaserMediumElectromagneticAdvancedHeavy,220854647,2759790147
AmmoLaserMediumElectromagneticAdvancedPrecision,1610308198,2759790147
AmmoLaserMediumElectromagneticUncommon,1693315392,2759790147
AmmoLaserMediumThermic,1246359304,3451612554
AmmoLaserMediumThermicAdvancedAgile,212874547,1246359304
AmmoLaserMediumThermicAdvancedDefense,1230483435,1246359304
AmmoLaserMediumThermicAdvancedHeavy,984810201,1246359304
AmmoLaserMediumThermicAdvancedPrecision,3708417017,1246359304
AmmoLaserMediumThermicUncommon,2843836124,1246359304
AmmoLaserSmall,2791011814,1852986294
AmmoLaserSmall1,4176520453,2791011814
AmmoLaserSmall2,4176520450,2791011814
AmmoLaserSmall3,4176520451,2791011814
AmmoLaserSmall4,4176520448,2791011814
AmmoLaserSmallElectromagnetic,3317688425,2791011814
AmmoLaserSmallElectromagneticAdvancedAgile,3098134459,3317688425
AmmoLaserSmallElectromagneticAdvancedDefense,2667876309,3317688425
AmmoLaserSmallElectromagneticAdvancedHeavy,1929049234,3317688425
AmmoLaserSmallElectromagneticAdvancedPrecision,4088065384,3317688425
AmmoLaserSmallElectromagneticUncommon,1921694649,3317688425
AmmoLaserSmallThermic,1637073497,2791011814
AmmoLaserSmallThermicAdvancedAgile,3423590348,1637073497
AmmoLaserSmallThermicAdvancedDefense,1933474332,1637073497
AmmoLaserSmallThermicAdvancedHeavy,1750052574,1637073497
AmmoLaserSmallThermicAdvancedPrecision,3820970963,1637073497
AmmoLaserSmallThermicUncommon,1363871248,1637073497
AmmoMega,1406811569,754943677
AmmoMissile,1643357566,1244665116
AmmoMissileExtraSmall,4220791635,1643357566
AmmoMissileExtraSmall1,968061485,4220791635
AmmoMissileExtraSmall2,968061484,4220791635
AmmoMissileExtraSmall3,968061651,4220791635
AmmoMissileExtraSmall4,968061650,4220791635
AmmoMissileExtraSmallAntimatter,1684391092,4220791635
AmmoMissileExtraSmallAntimatterAdvancedAgile,2340151566,1684391092
AmmoMissileExtraSmallAntimatterAdvancedDefense,2059964042,1684391092
AmmoMissileExtraSmallAntimatterAdvancedHeavy,1154972320,1684391092
AmmoMissileExtraSmallAntimatterAdvancedPrecision,2239958675,1684391092
AmmoMissileExtraSmallAntimatterUncommon,2845912456,1684391092
AmmoMissileExtraSmallKinetic,937582699,4220791635
AmmoMissileExtraSmallKineticAdvancedAgile,2148925933,937582699
AmmoMissileExtraSmallKineticAdvancedDefense,3939368391,937582699
AmmoMissileExtraSmallKineticAdvancedHeavy,2591026571,937582699
AmmoMissileExtraSmallKineticAdvancedPrecision,1503181393,937582699
AmmoMissileExtraSmallKineticUncommon,2392386214,937582699
AmmoMissileLarge,3685716640,1643357566
AmmoMissileLarge1,447190066,3685716640
AmmoMissileLarge2,447190067,3685716640
AmmoMissileLarge3,447190068,3685716640
AmmoMissileLarge4,447190069,3685716640
AmmoMissileLargeAntimatter,3607104662,3685716640
AmmoMissileLargeAntimatterAdvancedAgile,3594012056,3607104662
AmmoMissileLargeAntimatterAdvancedDefense,579968086,3607104662
AmmoMissileLargeAntimatterAdvancedHeavy,3376140874,3607104662
AmmoMissileLargeAntimatterAdvancedPrecision,3164761417,3607104662
AmmoMissileLargeAntimatterUncommon,995805029,3607104662
AmmoMissileLargeKinetic,658299132,3685716640
AmmoMissileLargeKineticAdvancedAgile,2529340738,658299132
AmmoMissileLargeKineticAdvancedDefense,1186613579,658299132
AmmoMissileLargeKineticAdvancedHeavy,3073125595,658299132
AmmoMissileLargeKineticAdvancedPrecision,897887498,658299132
AmmoMissileLargeKineticUncommon,934893004,658299132
AmmoMissileMedium,2162769626,1643357566
AmmoMissileMedium1,2015936250,2162769626
AmmoMissileMedium2,2015936251,2162769626
AmmoMissileMedium3,2015936248,2162769626
AmmoMissileMedium4,2015936249,2162769626
AmmoMissileMediumAntimatter,3126363921,2162769626
AmmoMissileMediumAntimatterAdvancedAgile,326385703,3126363921
AmmoMissileMediumAntimatterAdvancedDefense,3987182986,3126363921
AmmoMissileMediumAntimatterAdvancedHeavy,291497016,3126363921
AmmoMissileMediumAntimatterAdvancedPrecision,144252385,3126363921
AmmoMissileMediumAntimatterUncommon,403006216,3126363921
AmmoMissileMediumKinetic,1351383043,2162769626
AmmoMissileMediumKineticAdvancedAgile,1491281175,1351383043
AmmoMissileMediumKineticAdvancedDefense,397326901,1351383043
AmmoMissileMediumKineticAdvancedHeavy,1209270788,1351383043
AmmoMissileMediumKineticAdvancedPrecision,871384738,1351383043
AmmoMissileMediumKineticUncommon,3718373809,1351383043
AmmoMissileSmall,2704688954,1643357566
AmmoMissileSmall1,3038813442,2704688954
AmmoMissileSmall2,3038813443,2704688954
AmmoMissileSmall3,3038813440,2704688954
AmmoMissileSmall4,3038813441,2704688954
AmmoMissileSmallAntimatter,1840190642,2704688954
AmmoMissileSmallAntimatterAdvancedAgile,1284945646,1840190642
AmmoMissileSmallAntimatterAdvancedDefense,116711443,1840190642
AmmoMissileSmallAntimatterAdvancedHeavy,1333805710,1840190642
AmmoMissileSmallAntimatterAdvancedPrecision,2982583326,1840190642
AmmoMissileSmallAntimatterUncommon,2425505244,1840190642
AmmoMissileSmallKinetic,526654334,2704688954
AmmoMissileSmallKineticAdvancedAgile,2679053199,526654334
AmmoMissileSmallKineticAdvancedDefense,1256805327,526654334
AmmoMissileSmallKineticAdvancedHeavy,578039658,526654334
AmmoMissileSmallKineticAdvancedPrecision,2116379443,526654334
AmmoMissileSmallKineticUncommon,108337911,526654334
AmmoRailgun,827479077,1244665116
AmmoRailgunExtraSmall,363797431,827479077
AmmoRailgunExtraSmall1,449131808,363797431
AmmoRailgunExtraSmall2,449131823,363797431
AmmoRailgunExtraSmall3,449131822,363797431
AmmoRailgunExtraSmall4,449131821,363797431
AmmoRailgunExtraSmallAntimatter,460521045,363797431
AmmoRailgunExtraSmallAntimatterAdvancedAgile,2562077926,460521045
AmmoRailgunExtraSmallAntimatterAdvancedDefense,1685710165,460521045
AmmoRailgunExtraSmallAntimatterAdvancedHeavy,2975180925,460521045
AmmoRailgunExtraSmallAntimatterAdvancedPrecision,2897347844,460521045
AmmoRailgunExtraSmallAntimatterUncommon,3669030673,460521045
AmmoRailgunExtraSmallElectromagnetic,3363881162,363797431
AmmoRailgunExtraSmallElectromagneticAdvancedAgile,4121476880,3363881162
AmmoRailgunExtraSmallElectromagneticAdvancedDefense,1190298485,3363881162
AmmoRailgunExtraSmallElectromagneticAdvancedHeavy,671997275,3363881162
AmmoRailgunExtraSmallElectromagneticAdvancedPrecision,2661753045,3363881162
AmmoRailgunExtraSmallElectromagneticUncommon,2513950249,3363881162
AmmoRailgunLarge,2210082654,827479077
AmmoRailgunLarge1,776548895,2210082654
AmmoRailgunLarge2,776548892,2210082654
AmmoRailgunLarge3,776548893,2210082654
AmmoRailgunLarge4,776548890,2210082654
AmmoRailgunLargeAntimatter,3666584284,2210082654
AmmoRailgunLargeAntimatterAdvancedAgile,994404082,3666584284
AmmoRailgunLargeAntimatterAdvancedDefense,1377917611,3666584284
AmmoRailgunLargeAntimatterAdvancedHeavy,1555786609,3666584284
AmmoRailgunLargeAntimatterAdvancedPrecision,2009039852,3666584284
AmmoRailgunLargeAntimatterUncommon,4091052814,3666584284
AmmoRailgunLargeElectromagnetic,3666018801,2210082654
AmmoRailgunLargeElectromagneticAdvancedAgile,493646316,3666018801
AmmoRailgunLargeElectromagneticAdvancedDefense,2997406270,3666018801
AmmoRailgunLargeElectromagneticAdvancedHeavy,985599166,3666018801
AmmoRailgunLargeElectromagneticAdvancedPrecision,3711223735,3666018801
AmmoRailgunLargeElectromagneticUncommon,19332250,3666018801
AmmoRailgunMedium,1276793910,827479077
AmmoRailgunMedium1,4224272449,1276793910
AmmoRailgunMedium2,4224272462,1276793910
AmmoRailgunMedium3,4224272463,1276793910
AmmoRailgunMedium4,4224272460,1276793910
AmmoRailgunMediumAntimatter,3284449264,1276793910
AmmoRailgunMediumAntimatterAdvancedAgile,2753235550,3284449264
AmmoRailgunMediumAntimatterAdvancedDefense,2519489329,3284449264
AmmoRailgunMediumAntimatterAdvancedHeavy,1129867076,3284449264
AmmoRailgunMediumAntimatterAdvancedPrecision,1378313789,3284449264
AmmoRailgunMediumAntimatterUncommon,3025930763,3284449264
AmmoRailgunMediumElectromagnetic,2710076896,1276793910
AmmoRailgunMediumElectromagneticAdvancedAgile,2401068335,2710076896
AmmoRailgunMediumElectromagneticAdvancedDefense,2547387530,2710076896
AmmoRailgunMediumElectromagneticAdvancedHeavy,711588165,2710076896
AmmoRailgunMediumElectromagneticAdvancedPrecision,3778585474,2710076896
AmmoRailgunMediumElectromagneticUncommon,1314738719,2710076896
AmmoRailgunSmall,4208755979,827479077
AmmoRailgunSmall1,1859344615,4208755979
AmmoRailgunSmall2,1859344614,4208755979
AmmoRailgunSmall3,1859344613,4208755979
AmmoRailgunSmall4,1859344612,4208755979
AmmoRailgunSmallAntimatter,2421112917,4208755979
AmmoRailgunSmallAntimatterAdvancedAgile,2765153031,2421112917
AmmoRailgunSmallAntimatterAdvancedDefense,2454971316,2421112917
AmmoRailgunSmallAntimatterAdvancedHeavy,2944291964,2421112917
AmmoRailgunSmallAntimatterAdvancedPrecision,2423442023,2421112917
AmmoRailgunSmallAntimatterUncommon,2665059784,2421112917
AmmoRailgunSmallElectromagnetic,2414199354,4208755979
AmmoRailgunSmallElectromagneticAdvancedAgile,1818470694,2414199354
AmmoRailgunSmallElectromagneticAdvancedDefense,2890607046,2414199354
AmmoRailgunSmallElectromagneticAdvancedHeavy,3384068103,2414199354
AmmoRailgunSmallElectromagneticAdvancedPrecision,3511898141,2414199354
AmmoRailgunSmallElectromagneticUncommon,2277755297,2414199354
AmmoRange,280463167,754943677
AmmoStasis,1578290115,1244665116
AmmoStasisExtraSmall,2863276263,1578290115
AmmoStasisLarge,155987084,1578290115
AmmoStasisMedium,3461950856,1578290115
AmmoStasisSmall,4079234375,1578290115
AmmoTracking,3264568651,754943677
AndOperator,2569152632,624044111
AndOperatorUnit,624044111,852432079
AntenaUnit,2535478282,4138123813
antenna_1_l,1080826910,2197921148
antenna_1_m,1080826911,2197921148
antenna_1_s,1080826905,2197921148
antenna_1_xl,2301991355,2197921148
antenna_1_xs,2301991330,2197921148
antenna_2_l,1080827590,2197921148
antenna_2_m,1080827609,2197921148
antenna_2_s,1080827615,2197921148
antenna_2_xl,2302027915,2197921148
antenna_2_xs,2302027954,2197921148
antenna_3_l,1080827527,2197921148
antenna_3_m,1080827544,2197921148
antenna_3_s,1080827550,2197921148
antenna_3_xl,2302031898,2197921148
antenna_3_xs,2302031875,2197921148
antenna_4_l,1080827716,2197921148
antenna_4_m,1080827739,2197921148
antenna_4_s,1080827741,2197921148
antenna_4_xl,2302036649,2197921148
antenna_4_xs,2302036304,2197921148
antenna_5_l,1080827653,2197921148
antenna_5_m,1080827674,2197921148
antenna_5_s,1080827676,2197921148
antenna_5_xl,2302040376,2197921148
antenna_5_xs,2302040353,2197921148
AntennaLarge,413322747,2535478282
AntennaMedium,206489025,2535478282
antennaPart,2197921148,137961058
AntennaSmall,1951235468,2535478282
antigravitycore_3,2999509666,1840591814
antigravitycore_4,2999509693,1840591814
antigravitycore_5,2999509692,1840591814
antigravitycorePart,1840591814,504133814
AntiGravityGeneratorLarge,294414265,3998798256
AntiGravityGeneratorMedium,233079829,3998798256
AntiGravityGeneratorSmall,3997343699,3998798256
AntiGravityGeneratorUnit,3998798256,3568145990
AntiGravityGeneratorXtraLarge,1018448713,3998798256
AntiGravityGeneratorXtraLarge2,3871544756,3998798256
AntiGravityPulsor,966816758,2112885066
AntiGravityPulsorUnit,2112885066,3568145990
AntimatterAmmoDamage,1560898250,754943677
antimattercapsule_1,3661595538,3994610269
antimattercapsule_2,3661595539,3994610269
antimattercapsule_3,3661595540,3994610269
antimattercapsule_4,3661595541,3994610269
antimattercapsule_5,3661595542,3994610269
antimattercapsulePart,3994610269,1641399418
antimattercore_3,375744325,732292358
antimattercore_4,375744324,732292358
antimattercore_5,375744347,732292358
antimattercorePart,732292358,504133814
Architect,1371079422,754943677
AreaSmoothTool,2799405554,3294944260
Ares,1242547887,984296921
ArkBridge,3005990095,1411286058
ArkCentralRing,1617003255,1411286058
Arkship,3021732516,1411286058
ArkshipDecoUnit,1411286058,4138123813
ArkshipModel,355981377,3174919092
ArtifactBasilica1,3111557236,2170007232
ArtifactBasilica2,3111557237,2170007232
ArtifactBasilica3,3111557238,2170007232
ArtifactCathedral,4006688482,2170007232
ArtifactChapel,494308982,2170007232
ArtifactChurch1,4174474255,2170007232
ArtifactChurch10,3893867683,2170007232
